time,ZEC,XRP,XMR,NEO,LTC,ETH,ETC,DASH,BTC,BCH
2017-12-12,354.23,0.2839,287.63,37.02,325.73,583.28,28.61,862.88,17487.37,1538.32
2017-12-11,316.05,0.2451,274.28,35.6,214.54,513.29,26.64,755.55,16732.47,1402.18
2017-12-10,283.89,0.2271,238.23,32.78,147.84,436.49,25.27,669.63,15059.6,1289.78
2017-12-09,308.05,0.2353,256.31,35.12,155.98,472.86,27.51,707.95,14843.42,1369.36
2017-12-08,319.03,0.2337,261.96,35.24,125.24,451.74,27.58,700.25,16047.61,1383.3
2017-12-07,292.29,0.2035,256.73,34.02,96.0,421.15,23.32,660.26,16850.31,1230.0
2017-12-06,314.75,0.2182,254.94,34.79,98.97,422.48,24.95,667.35,13749.57,1349.75
2017-12-05,320.89,0.2337,246.38,38.43,100.49,453.96,28.01,731.29,11667.13,1421.42
2017-12-04,326.92,0.2462,208.12,41.84,103.87,466.93,29.25,764.64,11623.91,1540.7
2017-12-03,318.68,0.2449,196.33,36.61,100.7,462.81,28.93,759.93,11246.21,1511.46
2017-12-02,325.7,0.2441,199.79,35.03,99.32,457.96,28.89,764.95,10912.73,1390.58
2017-12-01,330.71,0.2473,187.81,35.83,99.15,461.58,29.64,781.52,10861.47,1426.5
2017-11-30,301.87,0.2356,175.18,32.67,85.94,434.85,26.1,758.71,9946.76,1318.42
2017-11-29,302.09,0.2353,167.71,32.27,85.41,427.42,24.28,667.55,9837.86,1333.15
2017-11-28,361.1,0.2795,196.36,37.86,94.22,466.27,31.42,609.83,9906.04,1481.93
2017-11-27,344.77,0.247,172.29,40.15,90.99,475.24,24.69,623.72,9733.2,1587.66
2017-11-26,336.43,0.245,162.11,38.01,86.24,470.54,21.64,616.45,9318.42,1719.36
2017-11-25,343.32,0.2488,167.76,38.03,88.79,464.61,21.31,636.12,8754.69,1546.22
2017-11-24,348.83,0.241,158.44,34.76,77.54,470.43,21.01,560.92,8200.8,1625.05
2017-11-23,309.63,0.24,157.78,34.67,72.94,406.57,17.98,561.55,8013.41,1662.21
2017-11-22,318.26,0.2385,165.73,36.01,72.03,380.84,17.98,573.66,8234.55,1298.62
2017-11-21,289.52,0.2318,141.84,34.37,69.91,360.52,17.66,491.66,8099.97,1169.9
2017-11-20,303.86,0.2406,136.17,35.52,72.38,367.71,18.48,485.96,8244.69,1245.28
2017-11-19,299.66,0.2321,129.73,40.0,71.76,354.6,17.97,442.39,8042.64,1176.66
2017-11-18,297.24,0.2275,130.59,42.93,69.42,346.65,17.62,453.55,7780.91,1243.86
2017-11-17,290.31,0.2239,126.18,40.2,67.36,331.72,17.1,423.94,7699.95,1175.54
2017-11-16,295.23,0.2269,120.26,28.74,70.7,330.32,16.84,419.44,7853.68,896.51
2017-11-15,287.59,0.2083,120.67,29.23,63.16,331.2,17.14,420.68,7283.22,1187.03
2017-11-14,269.15,0.205,121.28,29.59,62.13,334.72,17.37,420.93,6597.06,1251.63
2017-11-13,263.17,0.2001,121.85,28.22,61.0,314.6,15.85,421.66,6522.45,1346.96
2017-11-12,280.93,0.1915,122.96,26.82,58.54,306.02,14.67,487.14,5878.13,1374.39
2017-11-11,252.61,0.2092,118.84,28.39,62.14,314.23,19.19,343.43,6339.86,1325.56
2017-11-10,235.85,0.2033,104.48,27.97,58.99,296.86,14.39,325.89,6565.8,995.4
2017-11-09,260.77,0.2154,119.84,31.89,64.15,319.66,14.04,325.37,7129.59,650.09
2017-11-08,249.71,0.2167,112.88,30.1,62.38,307.35,13.9,313.2,7444.36,617.41
2017-11-07,238.48,0.2055,98.45,26.15,60.52,291.84,13.52,288.95,7102.75,603.26
2017-11-06,227.2,0.2013,101.0,26.23,54.5,296.82,13.84,273.87,6959.23,588.68
2017-11-05,224.97,0.1997,86.19,26.24,54.6,296.23,13.1,272.22,7389.55,625.72
2017-11-04,229.84,0.2015,87.12,26.44,54.83,300.04,11.77,273.45,7363.8,614.26
2017-11-03,231.16,0.2059,87.44,26.67,55.98,304.51,12.49,276.79,7152.12,626.04
2017-11-02,216.68,0.2003,83.08,24.62,54.19,284.92,10.03,263.22,7024.81,562.79
2017-11-01,221.21,0.1903,85.41,26.87,52.83,289.42,10.11,269.64,6737.78,529.88
2017-10-31,232.12,0.1975,87.31,28.39,55.5,303.64,10.52,277.23,6451.24,435.48
2017-10-30,239.75,0.2024,88.62,28.79,56.22,306.8,10.8,284.93,6124.28,444.93
2017-10-29,233.16,0.2015,88.59,27.77,56.75,304.04,10.83,282.92,6147.52,451.91
2017-10-28,228.86,0.1982,85.73,27.34,54.22,293.35,10.38,273.53,5726.61,417.22
2017-10-27,243.53,0.2001,86.35,28.88,55.02,296.36,10.28,280.56,5764.56,363.84
2017-10-26,233.33,0.2019,88.37,28.33,55.55,295.54,10.35,284.86,5887.61,335.68
2017-10-25,216.3,0.2023,87.08,28.62,56.19,296.35,10.47,286.19,5734.0,329.47
2017-10-24,214.86,0.2038,88.03,29.95,55.56,296.5,10.44,291.0,5513.08,322.28
2017-10-23,204.88,0.1917,85.17,27.82,54.63,285.27,10.05,279.39,5903.61,312.05
2017-10-22,213.08,0.2014,86.51,28.92,56.51,294.03,10.67,273.86,5982.86,325.88
2017-10-21,211.8,0.2097,88.04,27.12,58.09,299.55,10.84,276.66,6006.65,322.12
2017-10-20,221.36,0.2082,90.35,27.78,60.09,303.08,11.12,287.54,5993.11,326.03
2017-10-19,230.08,0.2139,88.39,28.81,59.68,307.41,11.29,293.7,5698.65,329.66
2017-10-18,228.41,0.217,89.22,29.66,60.55,313.54,11.45,296.19,5575.83,338.72
2017-10-17,229.99,0.2295,90.98,31.36,59.19,316.14,11.86,299.48,5598.58,367.84
2017-10-16,233.25,0.2579,95.81,28.61,64.76,334.23,11.93,302.16,5759.33,313.94
2017-10-15,232.29,0.2652,94.92,27.87,65.57,336.58,11.96,308.89,5688.14,314.1
2017-10-14,239.66,0.2556,99.99,27.69,63.94,338.81,12.19,316.35,5824.71,321.67
2017-10-13,238.93,0.2602,94.82,29.34,59.05,336.83,12.05,308.82,5637.26,320.11
2017-10-12,226.92,0.2464,86.91,28.23,59.72,302.89,11.73,290.81,5432.62,310.56
2017-10-11,236.24,0.2632,87.49,30.03,50.79,302.86,11.45,298.21,4824.2,314.21
2017-10-10,234.53,0.2582,86.46,29.34,50.58,298.46,11.41,290.93,4763.36,317.19
2017-10-09,229.39,0.2501,85.34,28.96,50.08,296.95,11.43,282.33,4777.49,312.43
2017-10-08,242.19,0.2799,90.35,32.15,53.3,309.49,12.11,301.97,4611.7,343.52
2017-10-07,254.0,0.2397,91.61,35.88,52.57,311.26,12.37,311.52,4435.81,359.81
2017-10-06,257.95,0.2334,91.05,33.49,52.08,308.33,12.33,305.95,4371.94,363.22
2017-10-05,256.03,0.238,91.88,32.28,51.64,294.99,11.91,305.35,4321.44,354.4
2017-10-04,237.31,0.2135,90.24,31.17,51.22,291.68,11.79,303.32,4218.66,355.75
2017-10-03,252.65,0.2033,92.99,33.57,52.15,291.81,12.29,294.5,4314.18,401.41
2017-10-02,257.0,0.2031,91.39,36.61,53.29,296.81,12.43,307.98,4401.32,419.68
2017-10-01,265.54,0.2083,93.58,35.72,54.8,303.95,12.92,317.01,4403.09,418.05
2017-09-30,278.0,0.1999,96.27,34.32,55.41,302.77,13.23,329.58,4360.62,435.95
2017-09-29,289.83,0.1967,94.74,28.64,52.8,292.58,12.7,328.7,4172.79,440.55
2017-09-28,311.19,0.2023,98.03,29.92,54.91,302.77,13.24,342.36,4195.65,458.15
2017-09-27,286.72,0.2099,102.39,31.82,56.9,309.97,12.96,350.51,4212.2,464.14
2017-09-26,232.13,0.1892,93.62,26.39,52.27,288.64,11.49,341.7,3892.7,449.56
2017-09-25,231.3,0.1846,94.1,25.94,52.27,294.89,11.0,348.22,3932.83,450.85
2017-09-24,205.57,0.1757,89.53,19.65,47.5,282.6,10.41,329.2,3667.52,421.19
2017-09-23,204.83,0.1791,91.88,20.05,49.29,286.14,10.58,351.08,3788.02,430.31
2017-09-22,196.12,0.1728,87.81,18.56,47.67,262.94,10.15,342.61,3600.83,409.63
2017-09-21,175.41,0.171,85.8,17.26,46.46,257.77,10.04,329.85,3617.27,416.13
2017-09-20,188.25,0.1817,95.6,19.69,51.56,283.56,11.27,342.58,3882.16,477.25
2017-09-19,188.5,0.1848,98.28,19.96,52.8,283.0,11.54,325.95,3907.96,530.6
2017-09-18,195.02,0.1933,101.74,21.07,56.16,297.53,12.06,335.58,4100.28,486.03
2017-09-17,177.04,0.1814,93.72,19.8,51.0,258.4,11.03,312.09,3689.61,439.07
2017-09-16,179.36,0.1828,96.4,20.62,52.1,254.49,11.19,300.27,3698.92,443.21
2017-09-15,187.02,0.1846,100.01,18.72,52.0,259.57,11.4,285.56,3713.76,428.88
2017-09-14,161.93,0.1711,86.2,15.67,45.2,223.14,10.18,240.08,3243.08,386.49
2017-09-13,198.93,0.1983,110.21,20.03,61.78,275.84,14.11,298.96,3870.29,506.49
2017-09-12,209.71,0.2095,111.86,20.87,65.89,294.1,15.01,326.59,4158.92,536.96
2017-09-11,213.69,0.2143,112.18,21.96,68.13,297.95,15.22,317.75,4217.9,556.02
2017-09-10,217.27,0.2173,112.58,23.68,67.08,299.21,15.23,324.26,4245.89,556.9
2017-09-09,219.25,0.213,116.1,22.6,71.09,303.79,16.32,324.84,4335.13,586.24
2017-09-08,220.97,0.2122,117.33,25.81,73.19,306.72,16.75,330.89,4326.45,605.66
2017-09-07,248.11,0.2271,122.18,30.98,80.25,335.37,18.51,346.98,4635.6,667.56
2017-09-06,247.51,0.2314,122.74,21.3,81.44,338.92,19.26,349.76,4618.71,647.64
2017-09-05,229.78,0.2168,118.9,23.4,73.73,317.94,17.08,326.74,4409.08,546.74
2017-09-04,219.9,0.2045,105.29,21.81,68.89,303.7,16.44,313.65,4267.45,519.3
2017-09-03,262.72,0.2303,126.18,30.81,79.04,352.45,19.18,356.27,4612.92,609.85
2017-09-02,251.87,0.2252,123.15,31.35,79.18,351.03,19.88,348.09,4573.8,572.65
2017-09-01,306.36,0.2529,142.84,31.8,87.88,391.42,22.42,395.46,4921.85,628.73
2017-08-31,286.49,0.2593,141.02,33.06,73.03,388.33,16.78,380.77,4735.11,592.59
2017-08-30,275.18,0.2319,133.7,33.33,65.97,383.86,15.96,371.61,4583.02,580.34
2017-08-29,270.04,0.2199,133.21,33.3,63.76,372.35,15.93,360.1,4597.31,544.74
2017-08-28,276.17,0.2252,144.99,38.5,62.36,347.66,15.74,356.56,4390.31,591.11
2017-08-27,273.78,0.2017,130.74,40.0,61.08,347.88,16.01,362.9,4345.75,616.29
2017-08-26,299.63,0.2097,137.65,38.82,51.58,332.86,15.28,396.74,4352.3,621.43
2017-08-25,237.9,0.2167,108.01,40.31,51.09,330.06,15.15,314.96,4364.41,632.48
2017-08-24,227.48,0.2173,86.16,41.9,50.36,325.28,15.13,313.34,4318.35,619.83
2017-08-23,227.68,0.2457,90.42,39.88,53.44,317.4,15.28,292.46,4141.09,674.08
2017-08-22,226.03,0.2421,90.77,35.6,46.4,313.37,14.41,291.76,4089.7,684.6
2017-08-21,237.28,0.1958,77.74,35.46,48.09,321.85,14.66,281.22,4005.1,605.22
2017-08-20,240.05,0.1587,54.95,38.5,45.81,298.2,13.76,291.51,4066.6,719.27
2017-08-19,232.81,0.1526,55.52,39.82,45.19,293.02,13.51,286.58,4150.45,738.54
2017-08-18,200.01,0.1569,46.6,38.88,46.74,292.62,13.44,222.63,4105.37,689.83
2017-08-17,208.9,0.1578,47.26,40.39,43.83,300.3,13.83,234.74,4278.92,445.19
2017-08-16,217.24,0.1603,48.63,45.99,43.97,301.38,14.08,231.08,4387.4,299.68
2017-08-15,212.03,0.1577,48.7,47.5,43.17,286.52,13.42,202.64,4161.66,297.36
2017-08-14,210.69,0.1683,49.91,48.32,45.7,299.16,13.98,198.74,4327.94,300.03
2017-08-13,213.47,0.1657,47.69,48.5,45.49,296.62,14.12,196.9,4062.6,295.15
2017-08-12,223.23,0.1716,49.5,37.72,46.27,308.02,14.65,204.29,3871.62,316.0
2017-08-11,235.3,0.1778,50.54,34.1,47.11,309.32,15.16,205.66,3654.37,326.26
2017-08-10,231.75,0.1809,49.39,37.6,46.97,298.28,15.21,201.01,3425.67,274.48
2017-08-09,241.86,0.1841,51.08,22.6,47.78,295.28,15.34,198.94,3348.79,301.17
2017-08-08,247.89,0.1967,51.96,18.25,49.13,296.51,16.05,203.31,3429.38,343.43
2017-08-07,208.4,0.1782,50.16,19.49,46.11,269.94,15.29,196.64,3401.91,322.6
2017-08-06,208.12,0.1802,47.92,15.97,45.56,264.56,15.57,188.77,3232.03,241.87
2017-08-05,205.53,0.1848,48.6,14.12,46.24,253.09,15.57,192.0,3262.8,220.3
2017-08-04,186.64,0.1744,45.12,,43.31,220.6,14.97,187.09,2878.49,253.13
2017-08-03,187.94,0.1748,43.24,,42.75,224.39,15.29,187.64,2809.99,405.92
2017-08-02,188.7,0.1709,43.84,,41.92,218.12,14.52,181.6,2720.53,551.59
2017-08-01,189.89,0.1776,44.13,,43.16,225.9,14.58,184.04,2746.99,439.27
2017-07-31,172.29,0.1648,39.68,,42.38,201.33,13.74,175.72,2883.27,
2017-07-30,173.54,0.1633,39.92,,40.61,196.78,13.85,171.41,2766.49,
2017-07-29,186.02,0.169,43.97,,41.07,206.14,14.26,185.5,2733.5,
2017-07-28,175.5,0.1633,43.67,,40.43,191.21,13.97,184.58,2806.75,
2017-07-27,186.74,0.1725,45.14,,41.89,202.93,14.46,193.71,2691.88,
2017-07-26,189.18,0.1723,45.77,,42.03,202.88,14.61,192.22,2559.21,
2017-07-25,186.7,0.1744,40.66,,42.3,203.59,14.66,193.45,2582.58,
2017-07-24,210.78,0.1915,46.06,,44.77,225.48,15.95,201.48,2763.42,
2017-07-23,211.88,0.1966,42.63,,44.67,228.32,16.09,188.71,2756.61,
2017-07-22,218.97,0.1977,44.86,,46.47,230.47,16.81,190.17,2836.53,
2017-07-21,203.65,0.1835,40.3,,45.2,216.33,15.95,182.04,2675.08,
2017-07-20,209.58,0.1925,40.96,,44.35,226.33,16.11,182.7,2866.02,
2017-07-19,181.23,0.163,34.94,,40.11,194.41,14.14,153.52,2282.58,
2017-07-18,200.07,0.1788,36.32,,43.35,227.09,15.67,154.61,2320.23,
2017-07-17,179.21,0.1723,34.67,,42.17,189.97,15.02,149.99,2233.39,
2017-07-16,163.34,0.1461,29.36,,40.7,155.42,13.92,131.35,1914.09,
2017-07-15,160.34,0.172,32.15,,38.41,169.1,14.66,141.88,1975.08,
2017-07-14,177.06,0.1843,35.43,,42.46,197.14,17.0,159.51,2234.17,
2017-07-13,194.59,0.1925,38.02,,45.69,205.41,17.55,167.74,2362.44,
2017-07-12,211.4,0.1958,40.23,,47.14,224.15,18.75,177.73,2403.09,
2017-07-11,176.76,0.1778,36.8,,43.98,190.55,14.03,162.62,2324.29,
2017-07-10,196.09,0.1883,40.04,,45.0,205.76,14.2,174.07,2344.02,
2017-07-09,241.43,0.2261,44.56,,48.63,237.72,15.56,195.49,2511.43,
2017-07-08,249.8,0.23,45.9,,51.22,245.67,16.28,208.1,2564.86,
2017-07-07,248.06,0.2303,44.07,,46.1,240.94,16.08,190.59,2513.88,
2017-07-06,285.91,0.2506,49.94,,51.04,265.88,17.56,207.71,2614.24,
2017-07-05,282.44,0.252,45.82,,52.92,266.0,17.34,204.92,2627.86,
2017-07-04,281.63,0.2473,45.19,,54.51,269.05,17.4,181.4,2617.32,
2017-07-03,288.91,0.2523,43.72,,45.34,276.41,17.19,178.55,2572.47,
2017-07-02,293.63,0.2537,42.2,,41.26,283.99,17.44,169.78,2536.46,
2017-07-01,275.39,0.2386,40.06,,38.08,261.0,16.5,162.01,2424.61,
2017-06-30,291.72,0.2466,43.23,,39.48,280.68,17.4,173.7,2480.61,
2017-06-29,313.57,0.2561,44.42,,40.13,292.9,17.75,172.13,2558.37,
2017-06-28,336.91,0.2686,47.1,,41.89,315.86,18.73,179.62,2577.74,
2017-06-27,335.58,0.2618,43.41,,40.24,286.14,18.2,172.98,2583.75,
2017-06-26,295.92,0.2461,43.34,,38.53,253.68,17.65,160.72,2446.05,
2017-06-25,313.92,0.2577,45.14,,41.28,279.36,18.42,169.59,2541.62,
2017-06-24,351.35,0.2775,46.95,,42.7,304.54,18.34,177.99,2590.05,
2017-06-23,374.68,0.2916,50.73,,46.0,326.85,19.75,184.69,2710.37,
2017-06-22,379.23,0.2779,49.93,,46.16,320.97,19.35,180.85,2722.84,
2017-06-21,381.34,0.2726,48.5,,44.5,325.3,19.17,178.96,2677.62,
2017-06-20,410.68,0.308,51.04,,45.68,350.53,20.63,188.17,2754.38,
2017-06-19,401.68,0.281,50.45,,47.37,358.2,21.5,194.5,2616.82,
2017-06-18,369.01,0.2651,49.71,,43.8,351.53,20.27,187.06,2539.56,
2017-06-17,394.21,0.2597,52.51,,45.8,368.1,21.98,175.27,2655.1,
2017-06-16,381.03,0.2506,47.41,,34.12,353.61,17.24,162.18,2508.58,
2017-06-15,394.77,0.245,46.26,,29.29,344.68,17.15,161.08,2442.46,
2017-06-14,381.92,0.2623,45.34,,29.19,343.84,17.7,163.26,2467.27,
2017-06-13,364.42,0.2626,51.74,,30.38,388.09,20.14,180.21,2712.99,
2017-06-12,301.93,0.2467,49.9,,28.98,394.66,19.44,167.8,2656.77,
2017-06-11,324.01,0.2701,57.72,,33.63,339.68,21.58,181.73,2973.45,
2017-06-10,321.01,0.2598,51.11,,30.06,335.95,19.0,148.47,2900.25,
2017-06-09,279.03,0.2814,55.52,,29.54,279.11,17.23,144.86,2811.43,
2017-06-08,270.26,0.2869,56.11,,29.9,259.41,17.28,141.22,2798.78,
2017-06-07,264.69,0.2762,53.01,,28.47,255.77,17.1,138.41,2691.51,
2017-06-06,256.8,0.284,54.58,,30.07,264.26,17.17,140.87,2870.5,
2017-06-05,246.46,0.2888,48.45,,30.78,247.75,17.07,143.89,2704.96,
2017-06-04,238.87,0.2941,42.77,,27.89,244.96,17.28,141.66,2524.06,
2017-06-03,225.94,0.2921,42.48,,27.27,224.3,15.93,140.9,2545.43,
2017-06-02,237.83,0.2959,43.8,,28.27,222.04,16.61,142.91,2492.6,
2017-06-01,245.73,0.3364,43.99,,27.55,220.7,16.08,133.53,2412.65,
2017-05-31,231.36,0.2475,41.61,,25.91,228.64,16.72,132.69,2303.34,
2017-05-30,223.73,0.2042,39.34,,23.89,228.58,17.4,119.19,2192.55,
2017-05-29,201.96,0.2324,41.08,,25.33,194.17,16.37,114.1,2278.21,
2017-05-28,190.42,0.2281,36.04,,23.89,172.86,15.7,104.97,2189.02,
2017-05-27,180.99,0.21,31.73,,22.83,156.63,14.7,96.58,2052.43,
2017-05-26,200.0,0.276,38.48,,24.45,162.83,14.45,108.95,2244.89,
2017-05-25,216.74,0.24,40.04,,28.32,177.33,15.72,115.71,2307.22,
2017-05-24,232.2,0.29,45.03,,34.8,193.03,18.3,142.5,2445.28,
2017-05-23,231.79,0.3229,55.41,,31.36,169.5,10.74,131.8,2272.58,
2017-05-22,198.77,0.2988,36.13,,24.79,160.39,8.4,119.34,2124.41,
2017-05-21,118.34,0.324,34.39,,26.02,148.0,7.96,99.85,2044.19,
2017-05-20,104.85,0.3449,34.8,,27.42,123.06,6.9,97.39,2040.18,
2017-05-19,103.82,0.3224,32.0,,27.27,124.38,7.4,96.14,1962.0,
2017-05-18,94.27,0.3575,30.79,,27.88,95.88,6.55,87.19,1880.99,
2017-05-17,92.97,0.375,27.32,,25.06,86.98,5.71,81.85,1801.3,
2017-05-16,91.32,0.325,26.78,,22.83,87.8,6.09,83.32,1729.34,
2017-05-15,94.0,0.2631,27.67,,24.5,90.32,6.2,88.75,1708.92,
2017-05-14,95.95,0.2171,28.44,,28.07,88.72,6.61,87.28,1772.55,
2017-05-13,95.75,0.2102,28.49,,28.14,87.96,5.93,86.99,1763.74,
2017-05-12,96.52,0.2069,28.85,,26.76,85.15,5.95,85.23,1686.39,
2017-05-11,93.52,0.1837,29.77,,29.88,88.2,6.28,88.63,1819.29,
2017-05-10,96.89,0.187,30.43,,31.28,87.83,6.42,87.65,1752.31,
2017-05-09,94.39,0.1564,28.06,,31.77,86.27,6.1,86.73,1697.5,
2017-05-08,103.25,0.1917,29.59,,28.1,88.39,6.3,95.87,1664.47,
2017-05-07,95.0,0.1391,31.72,,29.5,90.46,6.54,100.93,1554.45,
2017-05-06,105.32,0.1001,27.74,,27.46,94.82,6.88,94.38,1545.29,
2017-05-05,100.25,0.09139,27.36,,25.2,90.79,7.05,92.55,1507.77,
2017-05-04,98.75,0.08,25.98,,22.95,94.55,7.37,86.45,1516.76,
2017-05-03,92.93,0.06108,25.44,,20.53,80.37,6.71,85.59,1485.55,
2017-05-02,93.5,0.05382,23.23,,15.57,77.25,6.41,83.73,1445.93,
2017-05-01,87.06,0.05383,22.48,,15.74,77.53,6.63,84.77,1415.81,
2017-04-30,92.72,0.05218,23.7,,15.63,79.83,6.38,89.36,1351.91,
2017-04-29,96.0,0.05383,23.22,,15.75,69.83,5.5,93.07,1336.28,
2017-04-28,85.0,0.045,22.55,,14.25,72.42,4.92,78.55,1329.62,
2017-04-27,78.4,0.03523,21.42,,14.66,63.14,5.0,77.71,1332.91,
2017-04-26,72.5,0.03275,19.5,,14.89,53.28,4.6,71.31,1286.63,
2017-04-25,69.9,0.03224,19.59,,15.06,50.09,3.9,71.2,1264.31,
2017-04-24,67.58,0.03151,19.58,,14.87,49.94,4.03,71.63,1248.18,
2017-04-23,68.53,0.03141,20.04,,15.15,48.75,3.5,70.24,1249.14,
2017-04-22,68.0,0.0316,20.03,,14.05,48.41,3.18,70.96,1240.89,
2017-04-21,68.83,0.03355,20.04,,12.0,48.27,3.14,70.84,1249.64,
2017-04-20,65.96,0.02999,20.2,,10.97,49.36,3.21,71.04,1238.09,
2017-04-19,70.0,0.03035,20.25,,10.29,47.88,3.09,72.34,1215.2,
2017-04-18,69.71,0.03281,20.98,,11.06,49.88,2.82,72.47,1206.09,
2017-04-17,69.66,0.03333,20.53,,11.26,47.94,2.58,75.44,1194.01,
2017-04-16,71.0,0.03306,20.15,,11.73,48.22,2.59,75.19,1176.8,
2017-04-15,75.24,0.03381,20.64,,11.67,48.89,2.69,74.71,1176.99,
2017-04-14,72.09,0.03348,21.07,,11.67,47.32,2.63,71.8,1177.33,
2017-04-13,64.13,0.03422,21.52,,11.06,49.97,2.61,72.81,1176.2,
2017-04-12,62.32,0.03455,21.83,,11.6,46.38,2.63,67.4,1212.53,
2017-04-11,61.78,0.03316,21.91,,9.66,43.74,2.57,60.87,1220.74,
2017-04-10,64.86,0.03404,22.34,,9.8,43.74,2.64,61.39,1206.71,
2017-04-09,63.48,0.03421,20.71,,9.21,43.72,2.66,65.04,1204.34,
2017-04-08,63.41,0.03575,20.81,,10.66,44.37,2.72,67.24,1180.78,
2017-04-07,60.56,0.03715,19.82,,9.89,42.31,2.75,66.14,1190.49,
2017-04-06,59.31,0.0332,19.47,,10.7,43.23,2.67,66.06,1188.7,
2017-04-05,59.99,0.03559,19.75,,12.39,44.9,2.75,74.04,1129.87,
2017-04-04,59.55,0.03787,20.47,,8.97,44.43,2.66,68.64,1141.77,
2017-04-03,59.26,0.03201,20.0,,8.57,44.13,2.57,62.45,1147.56,
2017-04-02,59.25,0.0615,20.11,,8.22,48.55,2.69,56.0,1097.4,
2017-04-01,61.57,0.022,21.05,,7.48,50.6,2.75,67.42,1086.12,
2017-03-31,62.22,0.0214,20.19,,7.1,49.91,2.83,72.4,1079.11,
2017-03-30,60.56,0.01383,20.2,,7.5,51.91,2.85,78.45,1037.91,
2017-03-29,62.54,0.01015,21.18,,4.32,53.07,2.32,84.76,1041.9,
2017-03-28,63.11,0.00955,19.99,,4.2,50.25,2.24,87.66,1044.42,
2017-03-27,56.42,0.00943,19.4,,4.1,49.06,2.1,84.99,1045.14,
2017-03-26,58.26,0.00937,18.9,,4.1,50.63,2.28,94.13,969.44,
2017-03-25,61.94,0.00888,19.75,,4.13,50.62,2.21,94.99,966.3,
2017-03-24,62.89,0.01062,21.61,,4.18,53.19,2.41,101.94,939.7,
2017-03-23,65.49,0.011,22.02,,4.02,43.2,2.24,102.43,1035.03,
2017-03-22,66.42,0.00719,20.4,,3.98,41.65,2.28,103.45,1044.72,
2017-03-21,65.04,0.00682,21.57,,4.09,42.67,2.38,98.08,1121.29,
2017-03-20,71.68,0.0069,22.38,,4.12,42.51,1.87,101.87,1047.51,
2017-03-19,65.01,0.00669,21.89,,3.98,43.12,1.94,108.59,1022.6,
2017-03-18,64.0,0.00688,19.4,,4.05,34.0,1.62,108.74,971.38,
2017-03-17,45.02,0.00597,21.98,,4.2,44.48,1.73,98.52,1071.71,
2017-03-16,47.85,0.0063,22.3,,4.33,45.51,2.08,89.49,1172.88,
2017-03-15,46.3,0.00625,19.32,,4.26,35.18,1.77,96.0,1253.43,
2017-03-14,44.03,0.00639,17.41,,4.17,28.58,1.65,87.69,1243.14,
2017-03-13,48.0,0.00644,18.49,,4.36,28.45,1.64,74.64,1238.19,
2017-03-12,39.14,0.00632,16.9,,3.87,23.31,1.41,76.03,1225.11,
2017-03-11,38.91,0.00625,14.64,,3.8,21.45,1.38,72.56,1179.22,
2017-03-10,34.4,0.00617,13.03,,3.78,19.13,1.27,49.67,1112.39,
2017-03-09,36.55,0.00648,13.1,,3.89,17.71,1.32,50.39,1191.33,
2017-03-08,36.0,0.0065,12.41,,3.8,16.54,1.28,41.33,1146.97,
2017-03-07,37.83,0.00673,13.62,,3.96,18.91,1.38,45.41,1232.69,
2017-03-06,39.49,0.00604,15.4,,4.05,19.75,1.44,45.8,1277.01,
2017-03-05,39.4,0.00604,15.03,,3.97,19.22,1.37,42.0,1271.22,
2017-03-04,41.5,0.0062,13.41,,3.98,18.61,1.43,43.02,1264.32,
2017-03-03,41.38,0.00649,13.83,,4.02,19.48,1.44,47.25,1283.3,
2017-03-02,39.7,0.00606,13.19,,3.96,19.08,1.37,42.13,1255.47,
2017-03-01,41.65,0.00539,12.3,,3.8,17.55,1.39,41.4,1222.66,
2017-02-28,36.87,0.00557,12.27,,3.77,16.07,1.23,32.43,1189.27,
2017-02-27,36.16,0.00556,11.97,,3.83,15.55,1.24,27.92,1188.83,
2017-02-26,29.24,0.0057,11.81,,3.82,14.59,1.24,27.64,1171.58,
2017-02-25,29.02,0.00563,11.9,,3.85,13.57,1.21,26.6,1149.05,
2017-02-24,30.35,0.0056,12.1,,3.87,13.11,1.21,25.52,1176.49,
2017-02-23,30.01,0.00585,13.02,,3.8,13.13,1.22,24.42,1171.91,
2017-02-22,27.0,0.00583,12.93,,3.8,12.69,1.22,21.5,1120.46,
2017-02-21,30.21,0.00585,12.5,,3.78,12.77,1.26,20.86,1119.03,
2017-02-20,31.13,0.00596,12.21,,3.73,12.52,1.22,21.17,1077.56,
2017-02-19,30.28,0.00591,13.23,,3.75,12.82,1.22,22.22,1048.89,
2017-02-18,30.62,0.00554,13.6,,3.78,12.83,1.22,21.07,1052.28,
2017-02-17,32.0,0.00587,13.3,,3.83,12.72,1.23,19.75,1049.41,
2017-02-16,33.0,0.00593,13.0,,3.84,12.95,1.23,19.27,1031.93,
2017-02-15,33.67,0.0061,13.8,,3.81,12.97,1.26,19.39,1008.19,
2017-02-14,33.15,0.00622,13.02,,3.8,13.0,1.25,18.04,1008.34,
2017-02-13,30.71,0.00624,12.39,,3.74,11.39,1.19,16.72,995.36,
2017-02-12,31.04,0.00627,12.41,,3.73,11.42,1.22,16.81,996.52,
2017-02-11,32.58,0.00638,12.48,,3.81,11.43,1.23,17.06,1008.32,
2017-02-10,32.51,0.00631,12.28,,3.76,11.34,1.26,16.91,997.61,
